word,reading,meanings,level
限界,げんかい,limit; bound,N3
個人,こじん,individual; private person; personal; private,N3
呼吸,こきゅう,breath; respiration,N3
故郷,こきょう,home town; birthplace; old village; historic village,N3
故障,こしょう,break-down; failure; accident; out of order,N3
虎,とら,tiger,N3
誇り,ほこり,pride,N3
雇う,やとう,to employ; to hire,N3
互い,たがい,mutual; reciprocal,N3
後,うしろ,afterwards; since then; in the future,N3
後者,こうしゃ,the latter,N3
御,お,honourable,N3
語,ご,language; word,N3
語る,かたる,to talk; to tell; to recite,N3
語学,ごがく,language study,N3
誤り,あやまり,error,N3
誤解,ごかい,misunderstanding,N3
交換,こうかん,exchange; interchange; reciprocity,N3
交際,こうさい,company; friendship; association; society; acquaintance,N3
候補,こうほ,candidacy,N3
光景,こうけい,scene; spectacle,N3
公平,こうへい,fairness; impartial; justice,N3
効く,きく,to be effective,N3
効果,こうか,effect; effectiveness; efficacy; result,N3
向かい,むかい,facing; opposite; across the street; other side,N3
向く,むく,to face,N3
向ける,むける,to turn towards; to point,N3
喉,のど,throat,N3
好み,このみ,liking; taste; choice,N3
好む,このむ,to like; to prefer,N3
工場,こうば,factory; plant; mill; workshop,N3
幸い,さいわい,happiness; blessedness,N3
幸せ,しあわせ,happiness; good fortune; luck; blessing,N3
幸運,こううん,good luck; fortune,N3
幸福,こうふく,happiness; blessedness,N3
広がる,ひろがる,to spread (out); to extend; to stretch; to reach to; to get around,N3
広告,こうこく,advertisement,N3
攻撃,こうげき,attack; strike; offensive; criticism; censure,N3
更に,さらに,furthermore; again; after all; more and more; moreover,N3
構う,かまう,to mind; to care about; to be concerned about,N3
構成,こうせい,organization; composition,N3
硬い,かたい,solid; hard (esp. metal; stone); unpolished writing,N3
硬貨,こうか,coin,N3
考え,かんがえ,thinking; thought; ideas; intention,N3
考慮,こうりょ,consideration; taking into account,N3
航空,こうくう,aviation; flying,N3
行き,いき,going,N3
行儀,ぎょうぎ,manners,N3
行動,こうどう,action; conduct; behaviour; mobilization,N3
講演,こうえん,lecture; address,N3
貢献,こうけん,contribution; services,N3
降ろす,おろす,to take down; to launch; to drop,N3
香り,かおり,aroma; fragrance; scent; smell,N3
高価,こうか,high price,N3
高速,こうそく,high speed; high gear,N3
合わせる,あわせる,to join together; to be opposite; to face; to unite,N3
合格,ごうかく,success; passing (e.g. exam); eligibility,N3
合計,ごうけい,sum total; total amount,N3
合図,あいず,sign; signal,N3
濠,ほり,moat,N3
豪華,ごうか,wonderful; gorgeous; splendor; pomp; extravagance,N3
克服,こくふく,subjugation; conquest,N3
国家,こっか,state; country; nation,N3
国会,こっかい,National Diet; parliament; congress,N3
国境,こっきょう,national or state border,N3
国語,こくご,national language,N3
国民,こくみん,national; people; citizen,N3
穀物,こくもつ,grain; cereal; corn,N3
黒板,こくばん,blackboard,N3
腰,こし,hip,N3
骨,ほね,bone,N3
骨折,こっせつ,bone fracture,N3
頃,ころ,time; about; toward; approximately (time),N3
今に,いまに,before long; even now,N3
今にも,いまにも,at any time; soon,N3
今回,こんかい,now; this time; lately,N3
今後,こんご,from now on; hereafter,N3
今日,こんにち,today; this day,N3
困難,こんなん,difficulty; distress,N3
婚約,こんやく,engagement; betrothal,N3
根,ね,root,N3
混雑,こんざつ,confusion; congestion,N3
混乱,こんらん,disorder; chaos; confusion; mayhem,N3
左右,さゆう,(1) left and right; (2) influence; control; domination,N3
差,さ,difference; variation,N3
差別,さべつ,discrimination; distinction; differentiation,N3
砂漠,さばく,desert,N3
鎖,くさり,chain,N3
座席,ざせき,seat,N3
再び,ふたたび,again; once more; a second time,N3
最も,もっとも,most; extremely,N3
最高,さいこう,highest; supreme; the most,N3
最終,さいしゅう,last; final; closing,N3
最中,さいちゅう,in the middle of,N3
最低,さいてい,least; lowest; worst,N3
才能,さいのう,talent; ability,N3
済ませる,すませる,to be finished,N3
祭,まつり,festival; feast,N3
裁判,さいばん,trial; judgement,N3
際,さい,on the occasion of; circumstances,N3
材料,ざいりょう,ingredients; material,N3
罪,つみ,crime; fault; indiscretion,N3
財産,ざいさん,property; fortune; assets,N3
作家,さっか,author; writer; novelist; artist,N3
作業,さぎょう,work; operation; manufacturing; fatigue duty,N3
作曲,さっきょく,composition; setting (of music),N3
作品,さくひん,work; opus; performance; production,N3
作物,さくもつ,produce (e.g. agricultural); crops,N3
作法,さほう,manners; etiquette; propriety,N3
昨,さく,last (year); yesterday,N3
桜,さくら,cherry blossom; cherry tree,N3
札,さつ,(1) token; label; (2) ticket; (3) charm,N3
殺す,ころす,to kill,N3
皿,さら,plate; dish,N3
参加,さんか,participation,N3
参考,さんこう,reference; consultation,N3
散歩,さんぽ,walk; stroll,N3
賛成,Uӣ[い,approval; agreement; support; favour,N3
酸素,さんそ,oxygen,N3
残す,のこす,to leave (behind; over); to bequeath; to save; to reserve,N3
残り,のこり,remnant; residue; remaining; left-over,N3
伺う,うかがう,(hon) to visit; to ask; to inquire,N3
使用,しよう,use; application; employment; utilization,N3
刺激,しげき,stimulus; impetus; incentive,N3
四,し,four,N3
始まり,はじまり,origin; beginning,N3
姉妹,しまい,sisters,N3
姿,すがた,figure; shape; appearance,N3
市場,いちば,(the) market (as a concept),N3
思い出,おもいで,memories; recollections; reminiscence,N3
思わず,おもわず,unintentional; spontaneous,N3
思想,しそう,thought; idea,N3
指す,さす,to point; to put up umbrella; to play,N3
指導,しどう,leadership; guidance; coaching,N3
支える,ささえる,to be blocked; to choke; to be obstructed,N3
支給,しきゅう,payment; allowance,N3
支出,ししゅつ,expenditure; expenses,N3
支店,してん,branch store (office),N3
支度,したく,preparation,N3
支配,しはい,rule; control; direction,N3
支払,しはらい,payment,N3
支払う,しはらう,to pay,N3
止す,よす,to cease; to abolish; to resign; to give up,N3
死亡,しぼう,death; mortality,N3
氏,し,family name; lineage; birth,N3
至る,いたる,to come; to arrive,N3
詩,し,poem; verse of poetry,N3
詩人,しじん,poet,N3
試し,ためし,trial; test,N3
試す,ためす,to attempt; to test,N3
資源,しげん,resources,N3
資本,しほん,funds; capital,N3
飼う,かう,to keep; to raise; to feed,N3
事,こと,thing; matter; fact; circumstances,N3
事件,じけん,event; affair; incident,N3
事実,じじつ,fact; truth; reality,N3
事情,じじょう,circumstances; consideration; conditions; situation; reasons,N3
事態,じたい,situation; present state of affairs,N3
事務,じむ,business; office work,N3
似合う,にあう,to suit; to match; to become; to be like,N3
持ち上げる,もちあげる,to raise; to lift up; to flatter,N3
時,とき,(1) time; hour; (2) occasion; moment,N3
時期,じき,time; season; period,N3
時刻,じこく,instant; time; moment,N3
次々,つぎつぎ,in succession; one by one,N3
次第,しだい,(1) order; precedence; (2) circumstances; (3) immediate(ly),N3
示す,しめす,to denote; to show; to point out; to indicate,N3
自殺,じさつ,suicide,N3
自身,じしん,by oneself; personally,N3
自然,しぜん,nature; spontaneous,N3
自動,じどう,automatic; self-motion,N3
自慢,じまん,pride; boast,N3
辞める,やめる,to retire,N3
式,しき,equation; formula; ceremony,N3
七,しち,seven,N3
叱る,しかる,to scold,N3
失う,うしなう,to lose; to part with,N3
失業,しつぎょう,unemployment,N3
失望,しつぼう,disappointment; despair,N3
質,しつ,quality; nature (of person),N3
実,み,fruit; nut; seed; content; good result,N3
実に,じつに,indeed; truly; surely,N3
実は,じつは,as a matter of fact; by the way,N3
実験,じっけん,experiment,N3
実現,じつげん,implementation; materialization; realization,N3
実行,じっこう,practice; performance; execution (e.g. program); realization,N3
実際,じっさい,practical; actual condition; status quo,N3
実施,じっし,enforcement; enact; put into practice; carry out; operation,N3
芝居,しばい,play; drama,N3
芝生,しばふ,lawn,N3
者,もの,person,N3
邪魔,じゃま,hindrance; intrusion,N3
借金,しゃっきん,debt; loan; liabilities,N3
主に,おもに,mainly; primarily,N3
主義,しゅぎ,doctrine; rule; principle,N3
主張,しゅちょう,claim; request; insistence; assertion,N3
主婦,しゅふ,housewife; mistress,N3
主要,しゅよう,chief; main; principal; major,N3
取り上げる,とりあげる,to take up; to pick up; to disqualify; to confiscate; to deprive,N3
取れる,とれる,to come off; to be taken off; to be removed,N3
守る,まもる,to protect; to obey; to guard; to abide (by the rules),N3
手間,てま,time; labour,N3
手術,しゅじゅつ,surgical operation,N3
手段,しゅだん,means; way; measure,N3
手伝い,てつだい,help; helper; assistant,N3
手品,てじな,sleight of hand; conjuring trick; magic; juggling,N3
種,たね,(1) seed; (2) material; (3) cause; source,N3
種類,しゅるい,variety; kind; type,N3
酒,さけ,alcohol; sake,N3
首相,しゅしょう,Prime Minister,N3
首都,しゅと,capital city,N3
受け取る,うけとる,to receive; to get; to accept; to take,N3
需要,じゅよう,demand; request,N3
収める,おさめる,to obtain; to reap; to pay; to supply; to accept,N3
収穫,しゅうかく,harvest; crop; ingathering,N3
収入,しゅうにゅう,income; receipts; revenue,N3
周囲,しゅうい,surroundings; circumference; environs,N3
宗教,しゅうきょう,religion,N3
就く,つく,to settle in (place); to take (seat; position); to study (under teacher),N3
就職,しゅうしょく,finding employment; inauguration,N3
州,しゅう,sandbank,N3
修正,しゅうせい,amendment; correction; revision; modification,N3
修理,しゅうり,repairing; mending,N3
終,おわり,the end,N3
終える,おえる,to finish,N3
臭い,くさい,odour; scent; smell; stench,N3
週,しゅう,week,N3
週間,しゅうかん,week; weekly,N3
集まり,あつまり,gathering; meeting; assembly; collection,N3
集団,しゅうだん,group; mass,N3
集中,しゅうちゅう,concentration; focusing the mind,N3
住宅,じゅうたく,resident; housing,N3
住民,じゅうみん,citizens; inhabitants; residents; population,N3
十,じゅう,10; ten,N3
従う,したがう,to abide (by the rules); to obey; to follow; to accompany,N3
従兄弟,いとこ,cousin (male),N3
渋滞,じゅうたい,congestion (e.g. traffic); delay; stagnation,N3
縦,たて,length; height,N3
重視,じゅうし,importance; stress; serious consideration,N3
重大,じゅうだい,serious; important; grave; weighty,N3
重要,じゅうよう,important; momentous; essential; principal; major,N3
銃,じゅう,gun,N3
宿,やど,inn; lodging,N3
宿泊,しゅくはく,lodging,N3
祝い,いわい,celebration; festival,N3
祝う,いわう,to congratulate; to celebrate,N3
出会い,であい,meeting; rendezvous; encounter,N3
出会う,であう,to meet by chance; to come across; to happen to encounter,N3
出身,しゅっしん,graduate from; come from,N3
出席,しゅっせき,attendance; presence,N3
出発,しゅっぱつ,departure,N3
出版,しゅっぱん,publication,N3
出来るだけ,できるだけ,if at all possible,N3
出来事,できごと,incident; affair; happening; event,N3
述べる,のべる,to state; to express; to mention,N3
瞬間,しゅんかん,moment; second; instant,N3
準備,じゅんび,preparation; arrangements; provision; reserve,N3
順,じゅん,order; turn,N3
順調,じゅんちょう,favourable; doing well; O.K.; all right,N3
順番,じゅんばん,turn (in line); order of things,N3
処理,しょり,processing; dealing with; treatment; disposition; disposal,N3
所為,せい,cause; reason; fault,N3
署名,しょめい,signature,N3
書斎,しょさい,study,N3
書物,しょもつ,books,N3
書類,しょるい,documents; official papers,N3
助ける,たすける,to help; to save; to rescue,N3
助手,じょしゅ,helper; helpmeet; assistant; tutor,N3
女王,じょおう,queen,N3
女子,じょし,woman; girl,N3
女優,じょゆう,actress,N3
徐々に,じょじょに,slowly; little by little; gradually; steadily; quietly,N3
除く,のぞく,to remove; to exclude; to except,N3
傷,きず,wound; injury; hurt; cut,N3
勝ち,かち,win; victory,N3
商人,しょうにん,trader; shopkeeper; merchant,N3
商売,しょうばい,trade; business; commerce; transaction; occupation,N3
商品,しょうひん,commodity; article of commerce; goods; stock; merchandise,N3
奨学金,しょうがくきん,scholarship,N3
小屋,こや,hut; cabin; shed; (animal) pen,N3
小麦,こむぎ,wheat,N3
小包,こづつみ,parcel; package,N3
少々,しょうしょう,just a minute; small quantity,N3
少しも,すこしも,anything of; not one bit,N3
少女,しょうじょ,daughter; young lady; virgin; maiden; little girl,N3
少年,しょうねん,boys; juveniles,N3
床,ゆか,floor,N3
承知,しょうち,consent; acceptance; assent; admitting,N3
承認,しょうにん,recognition; acknowledgement; approval; consent; agreement,N3
招く,まねく,to invite,N3
招待,しょうたい,invitation,N3
昇る,のぼる,to arise; to ascend; to go up,N3
松,まつ,(1) pine tree; (2) highest (of a three-tier ranking system),N3
消費,しょうひ,consumption; expenditure,N3
消防,しょうぼう,fire fighting; fire department,N3
症状,しょうじょう,symptoms; condition,N3
省く,はぶく,to omit; to eliminate; to curtail; to economize,N3
章,しょう,(1) chapter; section; (2) medal,N3
笑い,わらい,laugh; laughter; smile,N3
笑顔,えがお,smiling face,N3
衝突,しょうとつ,collision; conflict,N3
証明,しょうめい,proof; verification,N3
詳しい,くわしい,knowing very well; detailed; full; accurate,N3
象,ぞう,elephant,N3
賞,しょう,prize; award,N3
障害,しょうがい,obstacle; impediment (fault); damage,N3
上,うわ,upper; outer; surface,N3
上京,じょうきょう,proceeding to the capital (Tokyo),N3
上達,じょうたつ,improvement; advance; progress,N3
上等,じょうとう,superiority; first class; very good,N3
乗せる,のせる,to place on (something); to take on board; to give a ride,N3
乗客,じょうきゃく,passenger,N3
冗談,じょうだん,jest; joke,N3
城,しろ,castle,N3
場,ば,place; field (physics),N3
場面,ばめん,scene; setting (e.g. of novel),N3
常に,つねに,always; constantly,N3
常識,じょうしき,common sense,N3
情報,じょうほう,information; (military) intelligence,N3
条件,じょうけん,conditions; terms,N3
状況,じょうきょう,state of affairs; situation; circumstances,N3
状態,じょうたい,condition; situation; circumstances; state,N3
譲る,ゆずる,to turn over; to assign; to hand over,N3
植物,しょくぶつ,plant; vegetation,N3
職,しょく,employment,N3
職業,しょくぎょう,occupation; business,N3
触れる,ふれる,to touch; to be touched; to touch on a subject; to feel; to violate (law; copyright; etc.); to perceive; t,N3
食う,くう,(male) (vulg) to eat,N3
食事,しょくじ,meal,N3
食卓,しょくたく,dining table,N3
食品,しょくひん,commodity; foodstuff,N3
食物,しょくもつ,food; foodstuff,N3
食欲,しょくよく,appetite (for food),N3
食料,しょくりょう,food,N3
食糧,しょくりょう,provisions; rations,N3
尻,しり,buttocks; bottom,N3
伸ばす,のばす,to lengthen; to stretch; to reach out; to grow (beard),N3
伸びる,のびる,to stretch; to extend; to make progress; to grow (beard; body height),N3
信じる,しんじる,to believe; to place trust in,N3
信仰,しんこう,(religious) faith; belief; creed,N3
信号,しんごう,traffic lights; signal; semaphore,N3
信用,しんよう,confidence; dependence; credit; faith,N3
信頼,しんらい,reliance; trust; confidence,N3
審判,しんぱん,refereeing; trial; judgement; umpire; referee,N3
心臓,しんぞう,heart,N3
心配,しんぱい,worry; concern; anxiety; care,N3
心理,しんり,mentality,N3
慎重,しんちょう,discretion; prudence,N3
振る,ふる,(1) to wave; to shake; to swing; (2) to sprinkle; (3) to cast (actor); to allocate (work),N3
新た,あらた,new; fresh; novel,N3
新鮮,しんせん,fresh,N3
深刻,しんこく,serious,N3
申し込む,もうしこむ,to apply for; to make an application,N3
申し訳,もうしわけ,apology; excuse,N3
真っ赤,まっか,deep red; flushed (of face),N3
真っ直ぐ,まっすぐ,straight (ahead); direct; upright,N3
真剣,しんけん,seriousness; earnestness,N3
真似,まね,mimicry; imitation; behavior; pretense,N3
真面目,まじめ,diligent; serious; honest,N3
神,かみ,god,N3
神経,しんけい,nerve; sensitivity,N3
親しい,したしい,intimate; close (e.g. friend),N3
親戚,しんせき,relative,N3
親友,しんゆう,close friend; buddy,N3
診察,しんさつ,medical examination,N3
身,み,body; main part; oneself; sword,N3
身体,しんたい,the body,N3
身長,しんちょう,height (of body); stature,N3
辛い,つらい,painful; heart-breaking,N3
進める,すすめる,to advance; to promote; to hasten,N3
進学,しんがく,going on to university,N3
進歩,しんぽ,progress; development,N3
針,はり,needle; hand (e.g. clock),N3
震える,ふるえる,to shiver; to shake; to quake,N3
人間,にんげん,human being; man; person,N3
人気,にんき,sign of life,N3
人工,じんこう,artificial; manmade; human work; human skill; artificiality,N3
人込み,ひとごみ,crowd of people,N3
人種,じんしゅ,race (of people),N3
人生,じんせい,(human) life (i.e. conception to death),N3
人物,じんぶつ,character; personality; person; man; personage; talented man,N3
人類,じんるい,mankind; humanity,N3
塵,ごみ,dust; dirt,N3
図,ず,figure (e.g. Fig 1); drawing; picture; illustration,N3
図書,としょ,books,N3
推薦,すいせん,recommendation,N3
水準,すいじゅん,(1) water level; (2) level; standard,N3
睡眠,すいみん,sleep,N3
遂に,ついに,finally; at last,N3
酔う,よう,to get drunk; to become intoxicated,N3
随分,ずいぶん,extremely,N3
数,かず,number; figure,N3
数える,かぞえる,to count,N3
数字,すうじ,numeral; figure,N3
世の中,よのなか,society; the world; the times,N3
世間,せけん,world; society,N3
世紀,せいき,century; era,N3
世話,せわ,looking after; help; aid; assistance,N3
是非,ぜひ,certainly; without fail,N3
制限,せいげん,restriction; restraint; limitation,N3
制度,せいど,system; institution; organization,N3
勢い,いきおい,force; vigor; energy; spirit,N3
性,せい,sex; gender,N3
性格,せいかく,character; personality,N3
成る,なる,to become,N3
成功,せいこう,success; hit,N3
成人,せいじん,adult,N3
成績,せいせき,results; record,N3
成長,せいちょう,growth; grow to adulthood,N3
政府,せいふ,government; administration,N3
整理,せいり,sorting; arrangement; adjustment; regulation,N3
正,せい,(logical) true; regular,N3
正確,せいかく,accurate; punctuality; exactness; authenticity; veracity,N3
正午,しょうご,noon; mid-day,N3
正式,せいしき,due form; official; formality,N3
正直,しょうじき,honesty; integrity; frankness,N3
清潔,せいけつ,clean,N3
生,せい,(1) draft (beer); (2) raw; unprocessed,N3
生き物,いきもの,living thing; animal,N3
生じる,しょうじる,to produce; to yield; to result from; to arise; to be generated,N3
生まれ,うまれ,birth; birth-place,N3
生産,せいさん,production; manufacture,N3
生地,きじ,birthplace,N3
生物,せいぶつ,raw food,N3
生命,せいめい,life; existence,N3
盛り,さかり,helping; serving,N3
精々,せいぜい,at the most; at best; to the utmost; as much (far) as possible,N3
精神,せいしん,mind; soul; heart; spirit; intention,N3
製造,せいぞう,manufacture; production,N3
製品,せいひん,manufactured goods; finished goods,N3
請求,せいきゅう,claim; demand; application; request,N3
青年,せいねん,youth; young man,N3
税金,ぜいきん,tax; duty,N3
石炭,せきたん,coal,N3
石油,せきゆ,oil; petroleum; kerosene,N3
積もる,つもる,to pile up,N3
積極的,せっきょくてき,positive; active; proactive,N3
責める,せめる,to condemn; to blame; to criticize,N3
責任,せきにん,duty; responsibility,N3
跡,あと,(1) trace; tracks; mark; sign; (2) remains; ruins; (3) scar,N3
切れ,きれ,cloth; piece; cut; chop,N3
切れる,きれる,(1) to cut well; to be sharp; (2) to break (off),N3
設計,せっけい,plan; design,N3
設備,せつび,equipment; device; facilities; installation,N3
節,ふし,tune; tone; knot; knob; point,N3
節約,せつやく,economising; saving,N3
説,せつ,theory,N3
絶対,ぜったい,absolute; unconditional; absoluteness,N3
絶滅,ぜつめつ,destruction; extinction,N3
舌,した,tongue,N3
先ず,まず,first (of all); to start with; about; almost; hardly (with neg. verb),N3
先日,せんじつ,the other day; a few days ago,N3
占める,しめる,(1) to comprise; to account for; to make up (of); (2) to hold; to occupy,N3
専攻,せんこう,major subject; special study,N3
川,かわ,river,N3
戦い,たたかい,battle; fight; struggle; conflict,N3
戦う,たたかう,to fight; to battle; to combat,N3
泉,いずみ,spring; fountain,N3
船,ふね,ship; boat; watercraft; shipping; vessel; steamship,N3
選手,せんしゅ,(1) player (in game); (2) team,N3
選択,せんたく,selection; choice,N3
前者,ぜんしゃ,the former,N3
前進,ぜんしん,advance; drive; progress,N3
善,ぜん,good; goodness; right; virtue,N3
全,ぜん,all; whole; entire; complete; overall; pan,N3
全く,まったく,really; truly; entirely; completely,N3
全て,すべて,all; the whole; entirely; in general; wholly,N3
全員,ぜんいん,all members (unanimity); all hands; the whole crew,N3
全国,ぜんこく,country-wide; nation-wide; whole country; national,N3
全然,ぜんぜん,(1) wholly; entirely; completely; (2) not at all (with neg. verb),N3
全体,ぜんたい,whole; entirety; whatever (is the matter),N3
粗,あら,defect; flaw; blemish; weak point,N3
粗末,そまつ,crude; rough; plain; humble,N3
素,もと,prime,N3
素晴らしい,すばらしい,wonderful; splendid; magnificent,N3
組,くみ,class; group; team; set,N3
組む,くむ,to put together,N3
組合,くみあい,association; union,N3
組織,そしき,(1) organization; (2) structure; construction; (3) tissue; (4) system,N3
訴える,うったえる,to sue (a person); to resort to; to appeal to,N3
鼠,ねずみ,(1) mouse; rat; (2) dark gray; slate color,N3
双子,ふたご,twins; a twin,N3
想像,そうぞう,imagination; guess,N3
掃除,そうじ,cleaning; sweeping,N3
操作,そうさ,operation; management; processing,N3
巣,す,nest; rookery; breeding place; beehive; cobweb,N3
相手,あいて,companion; partner; company,N3
相続,そうぞく,succession; inheritance,N3
相談,そうだん,consultation; discussion,N3
相当,そうとう,suitable; fair; tolerable; proper,N3
装置,そうち,equipment; installation; apparatus,N3
霜,しも,frost,N3
騒ぎ,さわぎ,uproar; disturbance,N3
騒音,そうおん,noise,N3
増す,ます,to increase; to grow,N3
増加,ぞうか,increase; addition,N3
贈る,おくる,to send; to give to; to award to; to confer on,N3
側,そば,side; edge; third person,N3
息,いき,breath; tone,N3
束,たば,handbreadth; bundle,N3
速度,そくど,speed; velocity; rate,N3
続き,つづき,sequel; continuation,N3
袖,そで,sleeve,N3
存在,そんざい,existence; being,N3
孫,まご,grandchild,N3
尊敬,そんけい,respect; esteem; reverence; honour,N3
尊重,そんちょう,respect; esteem; regard,N3
損,そん,loss; disadvantage,N3
損害,そんがい,damage; injury; loss,N3
他,た,other (esp. places and things),N3
他人,たにん,another person; unrelated person; outsider; stranger,N3
多少,たしょう,more or less; somewhat; a little; some,N3
多分,たぶん,perhaps; probably,N3
太陽,たいよう,sun; solar,N3
打つ,ぶつ,to hit; to strike,N3
駄目,だめ,useless; no good; hopeless,N3
体育,たいいく,physical education; gymnastics; athletics,N3
体温,たいおん,temperature (body),N3
対,たい,pair; couple; set,N3
対する,たいする,to face; to confront; to oppose,N3
対象,たいしょう,target; object (of worship; study; etc); subject (of taxation; etc),N3
帯,おび,band (e.g. conduction; valence),N3
怠ける,なまける,to be idle; to neglect,N3
態度,たいど,attitude; manner,N3
替える,かえる,to exchange; to interchange; to substitute; to replace,N3
滞在,たいざい,stay; sojourn,N3
袋,ふくろ,bag; sack,N3
貸し,かし,loan; lending,N3
退屈,たいくつ,tedium; boredom,N3
逮捕,たいほ,arrest; apprehension; capture,N3
代金,だいきん,price; payment; cost; charge,N3
代表,だいひょう,representative; representation; delegation; type; example; model,N3
代理,だいり,representation; agency; proxy; deputy; agent,N3
台,だい,stand; rack; table; support,N3
大いに,おおいに,very; much; greatly,N3
大した,たいした,considerable; great; important; significant; a big deal,N3
大家,おおや,rich family; distinguished family,N3
大会,たいかい,convention; tournament; mass meeting; rally,N3
大気,たいき,atmosphere,N3
大使,たいし,ambassador,N3
大臣,だいじん,cabinet minister,N3
大戦,たいせん,great war; great battle,N3
大抵,たいてい,usually; generally,N3
大統領,だいとうりょう,president; chief executive,N3
大半,たいはん,majority; mostly; generally,N3
大部分,だいぶぶん,most part; greater part; majority,N3
大変,たいへん,awful; dreadful; terrible; very,N3
大陸,たいりく,continent,N3
題,だい,title; subject; theme; topic,N3
宅,たく,house; home; husband,N3
叩く,たたく,to strike; to clap; to dust; to beat,N3
達する,たっする,to reach; to get to,N3
奪う,うばう,to snatch away,N3
谷,たに,valley,N3
誰か,だれか,someone; somebody,N3
単なる,たんなる,mere; simple; sheer,N3
単に,たんに,simply; merely; only; solely,N3
単位,たんい,unit; denomination; credit (in school),N3
単語,たんご,word; vocabulary; (usually) single-character word,N3
単純,たんじゅん,simplicity,N3
担当,たんとう,(in) charge,N3
端,はし,end (e.g. of street); edge; tip; margin; point,N3
誕生,たんじょう,birth,N3
団体,だんたい,organization; association,N3
弾,たま,bullet; shot; shell,N3
断る,ことわる,to refuse; to decline; to dismiss,N3
暖かい,あたたか(い),warm; mild,N3
段,だん,step; stair; flight of steps; grade; rank; level,N3
男の人,おとこのひと,man,N3
男子,だんし,youth; young man,N3
値,ね,value; price; cost,N3
値段,ねだん,price; cost,N3
知らせ,しらせ,notice,N3
知恵,ちえ,wisdom; wit; sagacity; sense; intelligence; advice,N3
知事,ちじ,prefectural governor,N3
知識,ちしき,knowledge; information,N3
知能,ちのう,intelligence; brains,N3
地,ち,earth,N3
地位,ちい,(social) position; status,N3
地域,ちいき,area; region,N3
地下,ちか,basement; underground,N3
地球,ちきゅう,the earth,N3
地区,ちく,district; section; sector,N3
地平線,ちへいせん,horizon,N3
地方,ちほう,area; locality; district; region; the coast,N3
遅刻,ちこく,lateness; late coming,N3
茶,ちゃ,tea,N3
中,ちゅう,inside; middle; among,N3
中央,ちゅうおう,centre; central; center; middle,N3
中学,ちゅうがく,middle school; junior high school,N3
中古,ちゅうこ,(1) used; second-hand; old,N3
中止,ちゅうし,suspension; stoppage; discontinuance; interruption,N3
中心,ちゅうしん,center; core; heart; pivot; emphasis; balance,N3
仲,なか,relation; relationship,N3
仲間,なかま,company; fellow; colleague; associate,N3
昼食,ちゅうしょく,lunch; midday meal,N3
注,ちゅう,annotation; explanatory note,N3
注ぐ,そそぐ,to pour (into); to irrigate; to pay; to fill; to feed (e.g. a fire),N3
注文,ちゅうもん,order; request,N3
注目,ちゅうもく,notice; attention; observation,N3
虫歯,むしば,cavity; tooth decay; decayed tooth; caries,N3
駐車,ちゅうしゃ,parking (e.g. car),N3
著者,ちょしゃ,author; writer,N3
貯金,ちょきん,(bank) savings,N3
張る,はる,to stick; to paste,N3
眺め,ながめ,scene; view; prospect; outlook,N3
眺める,ながめる,to view; to gaze at,N3
調査,ちょうさ,investigation; examination; inquiry; survey,N3
調子,ちょうし,tune; tone; key,N3
長期,ちょうき,long time period,N3
頂く,いただく,to receive; to take food or drink (hum),N3
頂上,ちょうじょう,top; summit; peak,N3
直,じき,earnestly; immediately; exactly,N3
直ちに,ただちに,at once; immediately; directly; in person,N3
直に,じかに,immediately; readily; directly,N3
直接,ちょくせつ,direct; immediate; personal; firsthand,N3
沈む,しずむ,to sink; to feel depressed,N3
追い付く,おいつく,to overtake; to catch up (with),N3
追う,おう,to chase; to run after,N3
痛み,いたみ,pain; ache; sore; grief; distress,N3
通じる,つうじる,to run to; to lead to; to communicate; to understand,N3
通す,とおす,to let pass; to overlook; to continue,N3
通り,とおり,in accordance with ~; following ~; ~ Street; ~ Avenue,N3
通り過ぎる,とおりすぎる,to pass; to pass through,N3
通過,つうか,passage through; passing,N3
通学,つうがく,commuting to school,N3
通行,つうこう,passage; passing,N3
通信,つうしん,correspondence; communication; news; signal,N3
掴む,つかむ,to seize; to catch; to grasp,N3
停留所,ていりゅうじょ,bus or tram stop,N3
定期,ていき,fixed term,N3
底,そこ,bottom; sole,N3
抵抗,ていこう,electrical resistance; resistance; opposition,N3
提案,ていあん,proposal; proposition; suggestion,N3
提出,ていしゅつ,presentation; submission; filing,N3
程,ほど,degree; extent; bounds; limit,N3
程度,ていど,degree; amount; grade; standard; of the order of (following a number),N3
諦める,あきらめる,to give up; to abandon,N3
泥,どろ,mud,N3
敵,てき,enemy; rival,N3
笛,ふえ,flute; pipe,N3
適する,てきする,to fit; to suit,N3
適切,てきせつ,pertinent; appropriate; adequate; relevance,N3
適度,てきど,moderate,N3
適用,てきよう,applying,N3
溺れる,おぼれる,to be drowned; to indulge in,N3
哲学,てつがく,philosophy,N3
徹底,てってい,thoroughness; completeness,N3
徹夜,てつや,all night; all night vigil; sleepless night,N3
鉄,てつ,iron,N3
鉄道,てつどう,railroad,N3
典型,てんけい,type; pattern; archetypal,N3
天候,てんこう,weather,N3
天然,てんねん,nature; spontaneity,N3
転ぶ,ころぶ,to fall down; to fall over,N3
伝統,でんとう,tradition; convention,N3
田,た,rice field,N3
電子,でんし,electron,N3
兎,うさぎ,rabbit; hare; cony,N3
