word,reading,meanings,level
拡散,かくさん,scattering; diffusion,N1
格,かく,status; character; case,N1
格差,かくさ,qualitative difference; disparity,N1
核,かく,nucleus; kernel,N1
獲得,かくとく,acquisition; possession,N1
獲物,えもの,game; spoils; trophy,N1
確り,しっかり,firmly; tightly; reliable; level-headed; steady,N1
確信,かくしん,conviction; confidence,N1
確定,かくてい,definition (math); decision; settlement,N1
確保,かくほ,guarantee; ensure; maintain; insure; secure,N1
確立,かくりつ,establishment,N1
覚え,おぼえ,memory; sense; experience,N1
角,かく,1.  angle; 2.  bishop (shogi),N1
隔たる,へだたる,to be distant,N1
隔週,かくしゅう,every other week,N1
革新,かくしん,reform; innovation,N1
革命,かくめい,revolution,N1
学芸,がくげい,arts and sciences; liberal arts,N1
学士,がくし,university graduate,N1
学説,がくせつ,theory,N1
学歴,がくれき,academic background,N1
楽しむ,たのしむ,to enjoy oneself,N1
楽観,らっかん,optimism,N1
楽譜,がくふ,score (music),N1
顎,あご,chin,N1
掛け,かけ,credit,N1
割,かつ,divide; cut; halve; separate; split; rip; break; crack; smash; dilute,N1
割り込む,わりこむ,to cut in; to thrust oneself into; to wedge oneself in; to muscle in on; to interrupt; to disturb,N1
割り算,わりざん,division (math),N1
割り当て,わりあて,allotment; assignment; allocation; quota; rationing,N1
割引き,わりびき,discount; reduction; rebate; tenths discounted,N1
割合に,わりあいに,comparatively,N1
恰度,ちょうど,just; right; exactly,N1
活ける,いける,to arrange (flowers),N1
活発,かっぱつ,vigor; active,N1
滑らか,なめらか,smoothness; glassiness,N1
滑稽,こっけい,funny; humorous; comical; laughable; ridiculous; joking,N1
且つ,かつ,yet; and,N1
叶う,かなう,to come true (wish),N1
叶える,かなえる,to grant (request  wish),N1
株式,かぶしき,stock (company),N1
噛み切る,かみきる,to bite off; to gnaw through,N1
噛る,かじる,to chew; to bite (at); to gnaw; to nibble; to munch; to crunch; to have a smattering of,N1
粥,かゆ,(rice) gruel,N1
乾,かん,heaven; emperor,N1
冠,かん,crown; diadem; first; best; peerless; cap; naming; designating; initiating on coming of age; top character ra,N1
寒気,かんき,cold; frost; chill,N1
刊行,かんこう,publication; issue,N1
勘弁,かんべん,pardon; forgiveness; forbearance,N1
勧め,すすめ,recommendation; advice; encouragement,N1
勧告,かんこく,advice; counsel; remonstrance; recommendation,N1
勧誘,かんゆう,invitation; solicitation; canvassing; inducement; persuasion; encouragement,N1
巻,まき,volume,N1
堪える,こたえる,to bear; to stand; to endure; to put up with; to support; to withstand; to resist; to brave; to be fit for; t,N1
堪らない,たまらない,intolerable; unbearable; unendurable,N1
完璧,かんぺき,perfection; completeness; flawless,N1
官僚,かんりょう,bureaucrat; bureaucracy,N1
寛容,かんよう,forbearance; tolerance; generosity,N1
干し物,ほしもの,dried washing (clothes),N1
干渉,かんしょう,interference; intervention,N1
幹,かん,(tree) trunk,N1
幹線,かんせん,main line; trunk line,N1
幹部,かんぶ,management; (executive) staff; leaders,N1
感慨,かんがい,strong feelings; deep emotion,N1
感触,かんしょく,sense of touch; feeling; sensation,N1
感染,かんせん,infection; contagion,N1
感度,かんど,sensitivity; severity (quake),N1
感無量,かんむりょう,deep feeling; inexpressible feeling; filled with emotion,N1
慣らす,ならす,to accustom,N1
慣れ,なれ,practice; experience,N1
慣行,かんこう,customary practice; habit; traditional event,N1
慣習,かんしゅう,usual (historical) custom,N1
慣用,かんよう,common; customary,N1
慣例,かんれい,custom; precedent; of convention,N1
換算,かんさん,conversion; change; exchange,N1
敢えて,あえて,dare (to do); challenge (to do),N1
歓声,かんせい,cheer; shout of joy,N1
漢語,かんご,Chinese word; Sino-Japanese word,N1
甘い,うまい,delicious,N1
甘える,あまえる,to behave like a spoiled child; to fawn on,N1
甘口,あまくち,sweet flavour; mildness; flattery; stupidity,N1
監視,かんし,observation; guarding; inspection; surveillance,N1
看護,かんご,nursing; (army) nurse,N1
竿,さお,rod; pole (e.g. for drying laundry),N1
管,かん,pipe; tube,N1
簡易,かんい,simplicity; easiness; quasi-,N1
簡潔,かんけつ,brevity; conciseness; simplicity,N1
簡素,かんそ,simplicity; plain,N1
緩む,ゆるむ,to become loose; to slacken,N1
緩める,ゆるめる,to loosen; to slow down,N1
緩やか,ゆるやか,lenient,N1
緩和,かんわ,relief; mitigation,N1
肝心,かんじん,essential; fundamental; crucial; vital; main,N1
観,かん,look; appearance; spectacle,N1
観衆,かんしゅう,spectators; onlookers; members of the audience,N1
観点,かんてん,point of view,N1
観覧,かんらん,viewing,N1
貫く,つらぬく,to go through,N1
貫禄,かんろく,presence; dignity,N1
還元,かんげん,resolution; reduction; return to origins,N1
還暦,かんれき,60th birthday,N1
間々,まま,occasionally; frequently,N1
間もなく,まもなく,soon; before long; in a short time,N1
間違う,まちがう,to make a mistake; to be incorrect; to be mistaken,N1
間柄,あいだがら,relation(ship),N1
関税,かんぜい,customs; duty; tariff,N1
関与,かんよ,participation; taking part in; participating in; being concerned in,N1
館,かん,house; hall; building; hotel; inn; guesthouse,N1
丸々,まるまる,completely,N1
丸ごと,まるごと,in its entirety; whole; wholly,N1
丸っきり,まるっきり,completely; perfectly; just as if,N1
丸で,まるで,quite; entirely; completely; at all; as if; as though; so to speak,N1
丸める,まるめる,to make round; to round off; to roll up; to curl up; to seduce; to cajole; to explain away,N1
含嗽,うがい,gargle; rinse mouth,N1
玩具,おもちゃ,toy,N1
癌,がん,cancer,N1
眼科,がんか,ophthalmology,N1
眼球,がんきゅう,eyeball,N1
眼鏡,がんきょう,spectacles; glasses,N1
岩石,がんせき,rock,N1
贋物,がんぶつ,imitation; counterfeit; forgery; sham,N1
頑固,がんこ,stubbornness; obstinacy,N1
頑丈,がんじょう,solid; firm; stout; burly; strong; sturdy,N1
顔付き,かおつき,(outward) looks; features; face; countenance; expression,N1
願書,がんしょ,written application or petition,N1
企画,きかく,planning; project,N1
危ぶむ,あやぶむ,to fear; to have misgivings; to be doubtful; to mistrust,N1
危害,きがい,injury; harm; danger,N1
危機,きき,crisis,N1
喜劇,きげき,comedy; funny show,N1
器,うつわ,bowl; vessel; container,N1
器官,きかん,organ (of body); instrument,N1
基,もとい,basis,N1
基金,ききん,fund; foundation,N1
奇数,きすう,odd number,N1
奇麗,きれい,pretty; clean; nice; tidy; beautiful; fair,N1
寄こす,よこす,to send; to forward,N1
寄り掛かる,よりかかる,to lean against; to recline on; to lean on; to rely on,N1
寄贈,きそう,donation; presentation,N1
寄与,きよ,contribution; service,N1
幾多,いくた,many; numerous,N1
既婚,きこん,marriage; married,N1
期,き,period; time,N1
期日,きじつ,fixed date; settlement date,N1
期末,きまつ,end of term,N1
棄権,きけん,abstain from voting; renunciation of a right,N1
機,はた,loom,N1
機構,きこう,mechanism; organization,N1
帰京,ききょう,returning to Tokyo,N1
気まぐれ,きまぐれ,whim; caprice; whimsy; fickle; moody; uneven temper,N1
気楽,きらく,at ease; comfortable,N1
気軽,きがる,cheerful; buoyant; lighthearted,N1
気兼ね,きがね,hesitance; diffidence; feeling constraint; fear of troubling someone; having scruples about doing someth,N1
気質,かたぎ,spirit; character; trait; temperament; disposition,N1
気象,きしょう,weather; climate,N1
気障,きざ,affectation; conceit; snobbery,N1
気触れる,かぶれる,to react to; to be influenced by; to go overboard for,N1
気配,きはい,indication; market trend; worry,N1
気品,きひん,aroma,N1
気風,きふう,character; traits; ethos,N1
気立て,きだて,disposition; nature,N1
気流,きりゅう,atmospheric current,N1
汽船,きせん,steamship,N1
祈り,いのり,prayer; supplication,N1
季刊,きかん,quarterly (e.g. magazine),N1
規格,きかく,standard; norm,N1
規制,きせい,regulation,N1
規定,きてい,regulation; provisions,N1
規範,きはん,model; standard; pattern; norm; criterion; example,N1
規模,きぼ,scale; scope; plan; structure,N1
規約,きやく,agreement; rules; code,N1
記す,しるす,to note; to write down,N1
記載,きさい,mention; entry,N1
記述,きじゅつ,describing; descriptor,N1
記名,きめい,signature; register,N1
貴い,たっとい,precious; valuable; priceless; noble; exalted; sacred,N1
貴女,あなた,you; lady,N1
貴族,きぞく,noble; aristocrat,N1
起こす,おこす,to raise; to cause; to wake someone,N1
起源,きげん,origin; beginning; rise,N1
起点,きてん,starting point,N1
起伏,きふく,undulation,N1
軌道,きどう,orbit; railroad track,N1
偽造,ぎぞう,forgery; falsification; fabrication; counterfeiting,N1
宜しく,よろしく,well; properly; suitably; best regards; please remember me,N1
戯曲,ぎきょく,play; drama,N1
技,わざ,art; technique,N1
技能,ぎのう,technical skill; ability; capacity,N1
欺く,あざむく,to deceive,N1
犠牲,ぎせい,sacrifice,N1
疑惑,ぎわく,doubt; misgivings; distrust; suspicion,N1
義理,ぎり,duty; sense of duty; honor; decency; courtesy; debt of gratitude; social obligation,N1
議案,ぎあん,legislative bill,N1
議決,ぎけつ,resolution; decision; vote,N1
議事堂,ぎじどう,Diet building,N1
議題,ぎだい,topic of discussion; agenda,N1
掬う,すくう,to scoop; to ladle out,N1
鞠,まり,ball,N1
吃逆,しゃっくり,hiccough; hiccup,N1
吃驚,びっくり,be surprised; be amazed; be frightened; astonishment,N1
喫茶,きっさ,tea drinking; tea house,N1
詰まり,つまり,in short; in brief; in other words; that is to say; in the long run; after all; blockade; stuffing; ultimate,N1
詰らない,つまらない,insignificant; boring; trifling,N1
詰る,なじる,to rebuke; to scold; to tell off,N1
客観,きゃっかん,objective,N1
脚色,きゃくしょく,dramatization (e.g. film),N1
脚本,きゃくほん,scenario,N1
逆上る,さかのぼる,to go back; to go upstream; to make retroactive,N1
逆転,ぎゃくてん,(sudden) change; reversal; turn-around; coming from behind (baseball),N1
逆立ち,さかだち,handstand; headstand,N1
丘陵,きゅうりょう,hill,N1
久しい,ひさしい,long; long-continued; old (story),N1
久し振り,ひさしぶり,after a long time,N1
休める,やすめる,to rest; to suspend; to give relief,N1
休学,きゅうがく,temporary absence from school; suspension,N1
休戦,きゅうせん,truce; armistice,N1
及び,および,and; as well as,N1
及ぶ,およぶ,to reach; to come up to; to amount to; to befall; to happen to; to extend; to match; to equal,N1
宮殿,きゅうでん,palace,N1
弓,ゆみ,bow (and arrow),N1
急かす,せかす,to hurry; to urge on,N1
救い,すくい,help; aid; relief,N1
救援,きゅうえん,relief; rescue; reinforcement,N1
救済,きゅうさい,relief; aid; rescue; salvation; help,N1
朽ちる,くちる,to rot,N1
球根,きゅうこん,(plant) bulb,N1
究極,きゅうきょく,ultimate; final; eventual,N1
窮屈,きゅうくつ,narrow; tight; stiff; rigid; uneasy; formal; constrained,N1
窮乏,きゅうぼう,poverty,N1
給う,たまう,to receive; to grant,N1
給仕,きゅうじ,office boy (girl); page; waiter,N1
給食,きゅうしょく,school lunch; providing a meal,N1
旧事,くじ,past events; bygones,N1
旧知,きゅうち,old friend; old friendship,N1
居住,きょじゅう,residence,N1
巨,こ,big; large; great,N1
拒絶,きょぜつ,refusal; rejection,N1
拒否,きょひ,denial; veto; rejection; refusal,N1
許容,きょよう,permission; pardon,N1
距離,きょり,distance; range,N1
鋸,のこぎり,saw,N1
漁船,ぎょせん,fishing boat,N1
漁村,ぎょそん,fishing village,N1
享受,きょうじゅ,reception; acceptance; enjoyment; being given,N1
供,きょう,offer; present; submit; serve (a meal); supply,N1
共,きょう,both; neither (neg); all; and; as well as; including; with; together with; plural ending,N1
共稼ぎ,ともかせぎ,working together; (husband and wife) earning a living together,N1
共学,きょうがく,coeducation,N1
共感,きょうかん,sympathy; response,N1
共産,きょうさん,communism,N1
共存,きょうそん,coexistence,N1
共働き,ともばたらき,dual income,N1
共鳴,きょうめい,resonance; sympathy,N1
共和,きょうわ,republicanism; cooperation,N1
凶作,きょうさく,bad harvest; poor crop,N1
協会,きょうかい,association; society; organization,N1
協議,きょうぎ,conference; consultation; discussion; negotiation,N1
協調,きょうちょう,co-operation; conciliation; harmony; firm (market) tone,N1
協定,きょうてい,arrangement; pact; agreement,N1
叫び,さけび,shout; scream; outcry,N1
境遇,きょうぐう,environment; circumstances,N1
強いて,しいて,by force,N1
強いる,しいる,to force; to compel; to coerce,N1
強まる,つよまる,to get strong; to gain strength,N1
強める,つよめる,to strengthen; to emphasize,N1
強気,ごうぎ,great; grand,N1
強硬,きょうこう,firm; vigorous; unbending; unyielding; strong; stubborn,N1
強行,きょうこう,forcing; enforcement,N1
強制,きょうせい,obligation; coercion; compulsion; enforcement,N1
強請る,ねだる,to tease; to coax; to solicit; to demand,N1
強烈,きょうれつ,strong; intense; severe,N1
怯える,おびえる,to become frightened; to have a nightmare,N1
恐らく,おそらく,perhaps,N1
恐れ,おそれ,fear; horror,N1
恐れ入る,おそれいる,to be filled with awe; to feel small; to be amazed; to be surprised; to be disconcerted; to be sorry; to b,N1
教え,おしえ,teachings; precept; lesson; doctrine,N1
教員,きょういん,teaching staff,N1
教科,きょうか,subject; curriculum,N1
教訓,きょうくん,lesson; precept; moral instruction,N1
教材,きょうざい,teaching materials,N1
教習,きょうしゅう,training; instruction,N1
教職,きょうしょく,teaching certificate; the teaching profession,N1
橋渡し,はしわたし,bridge building; mediation,N1
況して,まして,still more; still less (with neg. verb); to say nothing of; not to mention,N1
脅かす,おどかす,to threaten; to coerce,N1
脅す,おどす,to threaten; to menace,N1
脅迫,きょうはく,threat; menace; coercion; terrorism,N1
興じる,きょうじる,to amuse oneself; to make merry,N1
興業,こうぎょう,industrial enterprise,N1
興奮,こうふん,excitement; stimulation; agitation; arousal,N1
郷愁,きょうしゅう,nostalgia; homesickness,N1
郷里,きょうり,birth-place; home town,N1
驚き,おどろき,surprise; astonishment; wonder,N1
驚異,きょうい,wonder; miracle,N1
仰ぐ,あおぐ,to look up (to); to respect; to depend on; to ask for; to seek; to revere; to drink; to take,N1
仰っしゃる,おっしゃる,to say; to speak; to tell; to talk,N1
凝らす,こごらす,to freeze; to congeal,N1
凝る,こごる,to congeal; to freeze,N1
業,ごう,Buddhist karma; actions committed in a former life,N1
業者,ぎょうしゃ,trader; merchant,N1
業績,ぎょうせき,achievement; performance; results; work; contribution,N1
業務,ぎょうむ,business; affairs; duties; work,N1
局限,きょくげん,limit; localize,N1
曲,きょく,tune; piece of music,N1
曲がる,まがる,to turn; to bend,N1
極めて,きわめて,exceedingly; extremely,N1
極楽,ごくらく,paradise,N1
極端,きょくたん,extreme; extremity,N1
玉,ぎょく,king (shogi),N1
桐,きり,paulownia tree,N1
僅,きん,a little; small quantity,N1
勤まる,つとまる,to be fit for; to be equal to; to function properly,N1
勤め先,つとめさき,place of work,N1
勤勉,きんべん,industry; diligence,N1
勤務,きんむ,service; duty; work,N1
勤労,きんろう,labor; exertion; diligent service,N1
均衡,きんこう,equilibrium; balance,N1
禁じる,きんじる,to prohibit,N1
禁ずる,きんずる,to forbid; to suppress,N1
禁物,きんもつ,taboo; forbidden thing,N1
緊急,きんきゅう,urgent; pressing; emergency,N1
襟,えり,neck; collar; lapel; neckband,N1
近々,きんきん,nearness; before long,N1
近眼,きんがん,nearsightedness; shortsightedness; myopia,N1
近郊,きんこう,suburbs; outskirts,N1
近視,きんし,shortsightedness,N1
近付く,ちかづく,to approach; to get near; to get acquainted with; to get closer,N1
金庫,かねぐら,safe; vault; treasury; provider of funds,N1
金槌,かなづち,1.  (iron) hammer; 2.  punishment,N1
吟味,ぎんみ,testing; scrutiny; careful investigation,N1
区,く,ward; district; section,N1
区々,まちまち,1.  several; various; divergent; conflicting; different; diverse; 2.  trivial,N1
区画,くかく,division; section; compartment; boundary; area; block,N1
区間,くかん,section (of track  etc),N1
区切り,くぎり,an end; a stop; punctuation,N1
苦しめる,くるしめる,to torment; to harass; to inflict pain,N1
駆けっこ,かけっこ,(foot) race,N1
駆ける,かける,to run (race  esp. horse); to gallop; to canter,N1
駆け足,かけあし,running fast; double time,N1
愚か,おろか,foolish; stupid,N1
愚痴,ぐち,idle complaint; grumble,N1
空しい,むなしい,vacant; futile; vain; void; empty; ineffective; lifeless,N1
空ろ,うつろ,blank; cavity; hollow; empty (space),N1
空間,あきま,vacancy; room for rent or lease,N1
空腹,くうふく,hunger,N1
偶に,たまに,occasionally; once in a while,N1
屈折,くっせつ,bending; indentation; refraction,N1
君主,くんしゅ,ruler; monarch,N1
群,ぐん,group (math),N1
群がる,むらがる,to swarm; to gather,N1
群集,ぐんしゅう,(social) group; crowd; throng; mob; multitude,N1
軍,いくさ,war; battle; campaign; fight,N1
軍艦,ぐんかん,warship; battleship,N1
軍事,ぐんじ,military affairs,N1
軍備,ぐんび,armaments; military preparations,N1
軍服,ぐんぷく,military or naval uniform,N1
係り,かかり,official; duty; person in charge,N1
傾,けい,lean; incline,N1
傾く,かたぶく,to incline toward; to slant; to lurch; to heel over; to be disposed to; to trend toward; to be prone to; to,N1
傾ける,かたむける,to incline; to list; to bend; to lean; to tip; to tilt; to slant; to concentrate on; to ruin (a country); to,N1
傾斜,けいしゃ,inclination; slant; slope; bevel; list; dip,N1
刑,けい,penalty; sentence; punishment,N1
刑罰,けいばつ,judgement; penalty; punishment,N1
契る,ちぎる,to pledge; to promise; to swear,N1
契機,けいき,opportunity; chance,N1
形勢,けいせい,condition; situation; prospects,N1
形成,けいせい,formation,N1
形態,けいたい,form; shape; figure,N1
恵み,めぐみ,blessing,N1
恵む,めぐむ,to bless; to show mercy to,N1
掲げる,かかげる,to publish; to print; to carry (an article); to put up; to hang out; to hoist; to fly (a sail); to float (a,N1
掲載,けいさい,appearance (e.g. article in paper),N1
携わる,たずさわる,to participate; to take part,N1
携帯,けいたい,carrying something,N1
敬具,けいぐ,Sincerely yours,N1
系,けい,system; lineage; group,N1
経る,へる,to pass; to elapse; to experience,N1
経緯,いきさつ,1.  details; whole story; sequence of events; particulars; how it started; how things got this way; 2.  c,N1
経過,けいか,passage; expiration; progress,N1
経費,けいひ,expenses; cost; outlay,N1
経歴,けいれき,personal history; career,N1
経路,けいろ,course; route; channel,N1
継ぎ目,つぎめ,a joint; joining point,N1
継ぐ,つぐ,to succeed,N1
茎,くき,stalk,N1
計器,けいき,meter; gauge,N1
警戒,けいかい,warning; admonition; vigilance,N1
警部,けいぶ,police inspector,N1
軽快,けいかい,rhythmical (e.g. melody); casual (e.g. dress); light; nimble,N1
軽減,けいげん,abatement,N1
軽蔑,けいべつ,scorn; disdain,N1
軽率,けいそつ,rash; thoughtless; careless; hasty,N1
劇団,げきだん,troupe; theatrical company,N1
激励,げきれい,encouragement,N1
傑,けつ,excellence,N1
欠く,かく,to lack; to break; to crack; to chip,N1
欠乏,けつぼう,want; shortage; famine,N1
決まり悪い,きまりわるい,feeling awkward; being ashamed,N1
決まる,きまる,to be decided; to be settled; to look good in (clothes),N1
決意,けつい,decision; determination,N1
決議,けつぎ,resolution; vote; decision,N1
決行,けっこう,doing (with resolve); carrying out (i.e. a plan),N1
決算,けっさん,balance sheet; settlement of accounts,N1
決勝,けっしょう,decision of a contest; finals (in sports),N1
決断,けつだん,decision; determination,N1
結び,むすび,ending; conclusion; union,N1
結び付き,むすびつき,connection; relation,N1
結び付く,むすびつく,to be connected or related; to join together,N1
結び付ける,むすびつける,to combine; to join; to tie on; to attach with a knot,N1
結核,けっかく,tuberculosis; tubercule,N1
結合,けつごう,combination; union,N1
結晶,けっしょう,crystal; crystallization,N1
結成,けっせい,formation,N1
結束,けっそく,union; unity,N1
血管,けっかん,blood vessel,N1
月謝,げっしゃ,monthly tuition fee,N1
月日,がっぴ,(the) date,N1
月賦,げっぷ,monthly installment,N1
月並み,つきなみ,every month; common,N1
件,くだん,example; precedent; the usual; the said; the above-mentioned; (man) in question,N1
倹約,けんやく,thrift; economy; frugality,N1
健やか,すこやか,vigorous; healthy; sound,N1
健在,けんざい,in good health; well,N1
健全,けんぜん,health; soundness; wholesome,N1
兼ねて,かねて,simultaneously,N1
兼業,けんぎょう,side line; second business,N1
兼用,けんよう,multi-use; combined use; combination; serving two purposes,N1
喧しい,やかましい,noisy; strict; fussy,N1
圏,けん,sphere; circle; range,N1
建前,たてまえ,face; official stance; public position or attitude (as opposed to private thoughts),N1
懸賞,けんしょう,offering prizes; winning; reward,N1
捲る,まくる,verb suffix to indicate reckless abandon to the activity,N1
検事,けんじ,public prosecutor,N1
権,けん,authority; the right (to do something),N1
権威,けんい,authority; power; influence,N1
権限,けんげん,power; authority; jurisdiction,N1
権力,けんりょく,power; authority; influence,N1
研ぐ,とぐ,to sharpen; to grind; to scour; to hone; to polish; to wash (rice),N1
見すぼらしい,みすぼらしい,shabby; seedy,N1
見せびらかす,みせびらかす,to show off; to flaunt,N1
見せ物,みせもの,show; exhibition,N1
見っともない,みっともない,shameful; indecent,N1
見掛ける,みかける,to (happen to) see; to notice; to catch sight of,N1
見苦しい,みぐるしい,unsightly; ugly,N1
見合い,みあい,formal marriage interview,N1
見合わせる,みあわせる,to exchange glances; to postpone; to suspend operations; to refrain from performing an action,N1
見込み,みこみ,hope; prospects; expectation,N1
見晴らし,みはらし,view,N1
見積り,みつもり,estimation; quotation,N1
見地,けんち,point of view,N1
見通し,みとおし,perspective; unobstructed view; outlook; forecast; prospect; insight,N1
見渡す,みわたす,to look out over; to survey (scene); to take an extensive view of,N1
見逃す,みのがす,to miss; to overlook; to leave at large,N1
見舞,みまい,enquiry; expression of sympathy; expression of concern,N1
見方,みかた,viewpoint,N1
見落とす,みおとす,to overlook; to fail to notice,N1
謙る,へりくだる,to deprecate oneself and praise the listener,N1
賢明,けんめい,wisdom; intelligence; prudence,N1
軒並み,のきなみ,row of houses,N1
遣い,つかい,mission; simple task; doing,N1
遣り通す,やりとおす,to carry through; to achieve; to complete,N1
遣る,やる,to do; to have sexual intercourse; to kill; to give (to inferiors  animals  etc.); to dispatch (a letter,N1
元首,げんしゅ,ruler; sovereign,N1
元素,げんそ,chemical element,N1
元年,がんねん,first year (of a specific reign),N1
元来,がんらい,originally; primarily; essentially; logically; naturally,N1
原,げん,original; primitive; primary; fundamental; raw,N1
原っぱ,はらっぱ,open field; empty lot; plain,N1
原形,げんけい,original form; base form,N1
原作,げんさく,original work,N1
原子,げんし,atom,N1
原書,げんしょ,original document,N1
原則,げんそく,principle; general rule,N1
原典,げんてん,original (text),N1
原点,げんてん,origin (coordinates); starting point,N1
原爆,げんばく,atomic bomb,N1
原文,げんぶん,the text; original,N1
原油,げんゆ,crude oil,N1
厳か,おごそか,austere; majestic; dignified; stately; awful; impressive,N1
厳密,げんみつ,strict; close,N1
減少,げんしょう,decrease; reduction; decline,N1
減点,げんてん,subtract; give a demerit,N1
源,みなもと,source; origin,N1
玄人,くろうと,expert; professional; geisha; prostitute,N1
現われ,あらわれ,embodiment; materialization,N1
現われる,あらわれる,to appear; to come in sight; to become visible; to come out; to embody; to materialize; to express oneself,N1
現行,げんこう,present; current; in operation,N1
現場,げんじょう,actual spot; scene; scene of the crime,N1
現像,げんぞう,developing (film),N1
現地,げんち,actual place; local,N1
言い訳,いいわけ,excuse; explanation,N1
言伝,ことづて,declaration; hearsay,N1
言論,げんろん,discussion,N1
限定,げんてい,limit; restriction,N1
個,か,article counter,N1
個々,ここ,individual; one by one,N1
個性,こせい,individuality; personality; idiosyncrasy,N1
個別,こべつ,particular case,N1
古,いにしえ,antiquity; ancient times,N1
古代,こだい,ancient times,N1
呼び止める,よびとめる,to challenge; to call somebody to halt,N1
固める,かためる,to harden; to freeze; to fortify,N1
固体,こたい,solid (body),N1
固定,こてい,fixation,N1
固有,こゆう,characteristic; tradition; peculiar; inherent; eigen-,N1
孤児,こじ,orphan,N1
孤独,こどく,isolation; loneliness; solitude,N1
孤立,こりつ,isolation; helplessness,N1
戸,こ,counter for houses,N1
戸籍,こせき,census; family register,N1
戸締り,とじまり,closing up; fastening the doors,N1
故,こ,the late (deceased),N1
故人,こじん,the deceased; old friend,N1
股,また,groin; crotch; thigh,N1
誇る,ほこる,to boast of; to be proud of,N1
誇張,こちょう,exaggeration,N1
跨がる,またがる,to extend over or into; to straddle,N1
跨ぐ,またぐ,to straddle,N1
雇用,こよう,employment (long term); hire,N1
顧みる,かえりみる,to look back; to turn around; to review,N1
五月蝿い,うるさい,noisy; loud; fussy,N1
呉れる,くれる,to give; to let one have; to do for one; to be given,N1
呉れ呉れも,くれぐれも,repeatedly; sincerely; earnestly,N1
後回し,あとまわし,putting off; postponing,N1
後悔,こうかい,regret; repentance,N1
後退,こうたい,retreat; backspace (BS),N1
御,ご,go-; honourable,N1
御手洗い,おてあらい,toilet; restroom; lavatory; bathroom (US),N1
御負け,おまけ,1.  a discount; a prize; 2.  something additional; bonus; an extra; 3.  an exaggeration,N1
御免ください,ごめんください,May I come in?,N1
御免なさい,ごめんなさい,I beg your pardon; excuse me,N1
御覧なさい,ごらんなさい,(please) look; (please) try to do,N1
悟る,さとる,to attain enlightenment; to perceive; to understand; to discern,N1
碁盤,ごばん,Go board,N1
語句,ごく,words; phrases,N1
語源,ごげん,word root; word derivation; etymology,N1
語彙,ごい,vocabulary; glossary,N1
誤る,あやまる,to make a mistake,N1
誤差,ごさ,error,N1
誤魔化す,ごまかす,to deceive; to falsify; to misrepresent,N1
護衛,ごえい,guard; convoy; escort,N1
交える,まじえる,to mix; to converse with; to cross (swords),N1
交わす,かわす,to exchange (messages); to dodge; to parry; to avoid; to turn aside,N1
交わる,まじわる,to cross; to intersect; to associate with; to mingle with; to interest; to join,N1
交易,こうえき,trade; commerce,N1
交互,こうご,mutual; reciprocal; alternate,N1
交渉,こうしょう,negotiations; discussions; connection,N1
交付,こうふ,delivering; furnishing (with copies),N1
光沢,こうたく,brilliance; polish; lustre; glossy finish (of photographs),N1
光熱費,こうねつひ,cost of fuel and light,N1
公,おおやけ,official; public; formal; open; governmental,N1
公演,こうえん,public performance,N1
公開,こうかい,presenting to the public,N1
公然,こうぜん,open (e.g. secret); public; official,N1
公団,こうだん,public corporation,N1
公認,こうにん,official recognition; authorization; licence; accreditation,N1
公募,こうぼ,public appeal; public contribution,N1
公用,こうよう,government business; public use; public expense,N1
公立,こうりつ,public (institution),N1
効き目,ききめ,effect; virtue; efficacy; impression,N1
効率,こうりつ,efficiency,N1
口ずさむ,くちずさむ,to hum something; to sing to oneself,N1
口述,こうじゅつ,verbal statement,N1
口頭,こうとう,oral,N1
向き,むき,direction; situation; exposure; aspect; suitability,N1
向け,むけ,for ~; oriented towards ~,N1
向上,こうじょう,elevation; rise; improvement; advancement; progress,N1
垢,あか,dirt; filth,N1
好い,よい,good,N1
好ましい,このましい,nice; likeable; desirable,N1
好意,こうい,good will; favor; courtesy,N1
好況,こうきょう,prosperous conditions; healthy economy,N1
好調,こうちょう,favourable; promising; satisfactory; in good shape,N1
好評,こうひょう,popularity; favorable reputation,N1
工学,こうがく,engineering,N1
工作,こうさく,work; construction; handicraft; maneuvering,N1
巧み,たくみ,skill; cleverness,N1
巧妙,こうみょう,ingenious; skillful; clever; deft,N1
広まる,ひろまる,to spread; to be propagated,N1
慌ただしい,あわただしい,busy; hurried; confused; flurried,N1
慌てる,あわてる,to become confused (disconcerted  disorganized),N1
抗議,こうぎ,protest; objection,N1
抗争,こうそう,dispute; resistance,N1
拘束,こうそく,restriction; restraint,N1
控える,ひかえる,to draw in; to hold back; to make notes; to be temperate in,N1
控室,ひかえしつ,waiting room,N1
控除,こうじょ,subsidy; deduction,N1
攻め,せめ,attack; offence,N1
校,こう,-school; proof,N1
構え,かまえ,posture; pose; style,N1
構える,かまえる,to set up,N1
構想,こうそう,plan; plot; idea; conception,N1
洪水,こうずい,flood,N1
溝,こう,10^38; hundred undecillion (American); hundred sextillion (British),N1
甲,きのえ,1st in rank; first sign of the Chinese calendar; shell; instep; grade A,N1
皇居,こうきょ,Imperial Palace,N1
耕作,こうさく,cultivation; farming,N1
考古学,こうこがく,archaeology,N1
航海,こうかい,sail; voyage,N1
荒っぽい,あらっぽい,rough; rude,N1
荒らす,あらす,to lay waste; to devastate; to damage; to invade; to break into,N1
