word,reading,meanings,level
御免,ごめん,your pardon; declining (something); dismissal; permission,N2
御覧,ごらん,(hon) look; inspection; try,N2
碁,ご,Go (board game of capturing territory),N2
交ざる,まざる,to be mixed; to be blended with; to associate with; to mingle with; to join,N2
交じる,まじる,to be mixed; to be blended with; to associate with,N2
交ぜる,まぜる,to be mixed; to be blended with,N2
交差,こうさ,cross,N2
交替,こうたい,alternation; change; relief; relay; shift,N2
交通機関,こうつうきかん,transportation facilities,N2
交流,こうりゅう,alternating current; intercourse; (cultural) exchange; intermingling,N2
光線,こうせん,beam; light ray,N2
公害,こうがい,public nuisance; pollution,N2
公共,こうきょう,public; community; public service; society; communal,N2
公式,こうしき,formula; formality; official,N2
公衆,こうしゅう,the public,N2
公正,こうせい,justice; fairness; impartiality,N2
公表,こうひょう,official announcement; proclamation,N2
公務,こうむ,official business; public business,N2
功績,こうせき,achievements; merit; meritorious service; meritorious deed,N2
効力,こうりょく,effect; efficacy; validity; potency,N2
厚かましい,あつかましい,impudent; shameless; brazen,N2
口紅,くちべに,lipstick,N2
口実,こうじつ,excuse,N2
向う,むかう,(v5u) to face; to go towards,N2
好き嫌い,すききらい,likes and dislikes; taste,N2
好き好き,すきずき,matter of taste,N2
孝行,こうこう,filial piety,N2
工員,こういん,factory worker,N2
工芸,こうげい,industrial arts,N2
工事,こうじ,construction work,N2
工夫,くふう,labourer; worker,N2
広々,ひろびろ,extensive; spacious,N2
広げる,ひろげる,to spread; to extend; to expand; to enlarge,N2
広さ,ひろさ,extent,N2
広める,ひろめる,to broaden; to propagate,N2
広場,ひろば,plaza,N2
攻める,せめる,to attack; to assault,N2
更ける,ふける,to get late; to advance; to wear on,N2
校舎,こうしゃ,school building,N2
校庭,こうてい,campus,N2
構造,こうぞう,structure; construction,N2
紅葉,こうよう,(1) (Japanese) maple,N2
絞る,しぼる,to press; to wring; to squeeze,N2
綱,つな,rope,N2
耕す,たがやす,to till; to plow; to cultivate,N2
耕地,こうち,arable land,N2
肯定,こうてい,positive; affirmation,N2
荒い,あらい,rough; rude; wild,N2
行事,ぎょうじ,event; function,N2
行列,ぎょうれつ,(1) line; procession; (2) matrix (math),N2
講師,こうし,lecturer,N2
鉱物,こうぶつ,mineral,N2
項目,こうもく,item,N2
香水,こうすい,perfume,N2
高める,たかめる,to raise; to lift; to boost,N2
高級,こうきゅう,high class; high grade,N2
高層,こうそう,upper,N2
高度,こうど,altitude; height; advanced,N2
高等,こうとう,high class; high grade,N2
合同,ごうどう,combination; incorporation; union; amalgamation,N2
合理,ごうり,rational,N2
合流,ごうりゅう,confluence; union; linking up; merge,N2
刻む,きざむ,to mince; to carve; to engrave,N2
国王,こくおう,king,N2
国籍,こくせき,nationality,N2
国立,こくりつ,national,N2
腰掛け,こしかけ,seat; bench,N2
腰掛ける,こしかける,to sit (down),N2
恨み,うらみ,resentment,N2
恨む,うらむ,to curse; to feel bitter,N2
混ざる,まざる,to be mixed; to be blended with; to associate with; to mingle with; to join,N2
混じる,まじる,to be mixed; to be blended with; to associate with,N2
混ぜる,まぜる,to mix; to stir,N2
混合,こんごう,mixing; mixture,N2
紺,こん,navy blue; deep blue,N2
差し引き,さしひき,deduction; subtraction; balance; ebb and flow; rise and fall,N2
差し支え,さしつかえ,hindrance; impediment,N2
座布団,ざぶとん,cushion (Japanese),N2
座敷,ざしき,tatami room,N2
催し,もよおし,event; festivities; function,N2
催促,さいそく,request; demand; claim; urge (action); press for,N2
再三,さいさん,again and again; repeatedly,N2
再来月,さらいげつ,month after next,N2
再来週,さらいしゅう,week after next,N2
再来年,さらいねん,year after next,N2
塞がる,ふさがる,to be plugged up; to be shut up,N2
塞ぐ,ふさぐ,to stop up; to close up; to block (up),N2
採る,とる,(1) to adopt (measure; proposal); (2) to pick (fruit),N2
採点,さいてん,marking; grading; looking over,N2
災難,さいなん,calamity; misfortune,N2
砕く,くだく,to break; to smash,N2
砕ける,くだける,to break; to be broken,N2
祭る,まつる,to deify; to enshrine,N2
祭日,さいじつ,national holiday; festival day,N2
裁縫,さいほう,sewing,N2
載せる,のせる,to place on (something); to take on board; to give a ride,N2
載る,のる,to appear (in print); to be recorded,N2
在る,ある,to live; to be,N2
在学,ざいがく,(enrolled) in school,N2
材木,ざいもく,lumber; timber,N2
作る/造る,つくる,to make; to create,N2
作者,さくしゃ,author; authoress,N2
作成,さくせい,frame; draw up; make; producing,N2
作製,さくせい,manufacture,N2
削る,けずる,to cut down little by little; to take a percentage,N2
削除,さくじょ,elimination; cancellation; deletion; erasure,N2
索引,さくいん,index; indices,N2
匙,さじ,spoon,N2
刷る,する,to print,N2
撮影,さつえい,photographing,N2
擦る,こする,to rub; to chafe; to file; to frost (glass); to strike (match),N2
雑音,ざつおん,noise (jarring; grating),N2
雑巾,ぞうきん,house-cloth; dust cloth,N2
錆,さび,rust (colour),N2
錆びる,さびる,to rust; to become rusty,N2
三角,さんかく,triangle; triangular,N2
三日月,みかづき,new moon; crescent moon,N2
山林,さんりん,mountain forest; mountains and forest,N2
撒く,まく,to scatter; to sprinkle; to sow,N2
散らかす,ちらかす,to scatter around; to leave untidy,N2
散らかる,ちらかる,to be in disorder; to lie scattered around,N2
散らす,ちらす,to scatter; to disperse; to distribute,N2
散る,ちる,to fall; to scatter (e.g. blossoms),N2
産地,さんち,producing area,N2
算数,さんすう,arithmetic,N2
算盤,そろばん,abacus,N2
酸性,さんせい,acidity,N2
斬る,きる,(v5r) to behead; to murder,N2
残らず,のこらず,all; entirely; completely; without exception,N2
仕上がる,しあがる,to be finished,N2
刺さる,ささる,to stick; to be stuck,N2
刺す,さす,to pierce; to stab; to prick; to thrust,N2
刺身,さしみ,sliced raw fish,N2
司会,しかい,chairmanship,N2
四つ角,よつかど,four corners; crossroads,N2
四角,しかく,square,N2
四角い,しかくい,square,N2
四季,しき,four seasons,N2
四捨五入,ししゃごにゅう,rounding up (fractions),N2
始めに,はじめに,to begin with; first of all,N2
始終,しじゅう,continuously; from beginning to end,N2
姿勢,しせい,attitude; posture,N2
子孫,しそん,descendants; posterity; offspring,N2
思い掛けない,おもいがけない,unexpected; casual,N2
思い込む,おもいこむ,to be under impression that; to be convinced that,N2
思い付く,おもいつく,to think of; to hit upon,N2
指定,してい,designation; specification; assignment; pointing at,N2
死体,したい,corpse,N2
氏名,しめい,full name; identity,N2
私鉄,してつ,private railway,N2
私立,しりつ,private (establishment),N2
紙屑,かみくず,wastepaper,N2
紙幣,しへい,paper money; notes; bills,N2
紫,むらさき,purple colour; violet,N2
脂,あぶら,fat; tallow; lard,N2
至急,しきゅう,urgent; pressing,N2
資料,しりょう,materials; data,N2
歯車,はぐるま,gear; cog-wheel,N2
歯磨き,はみがき,dentifrice; toothpaste,N2
児童,じどう,children; juvenile,N2
寺院,じいん,temple,N2
持参,じさん,bringing; taking; carrying,N2
時間割,じかんわり,timetable; schedule,N2
時速,じそく,speed (per hour),N2
次ぐ,つぐ,to rank next to; to come after,N2
治す,なおす,to cure; to heal; to fix; to correct; to repair,N2
治める,おさめる,(1) to govern; to manage; (2) to subdue,N2
磁石,じしゃく,magnet,N2
自衛,じえい,self-defense,N2
自治,じち,self-government; autonomy,N2
自習,じしゅう,self-study,N2
自然科学,しぜんかがく,natural science,N2
蒔く,まく,to sow (seeds),N2
執筆,しっぴつ,writing,N2
失恋,しつれん,disappointed love; broken heart; unrequited love; be lovelorn,N2
湿る,しめる,to be wet; to become wet; to be damp,N2
湿気,しっけ,moisture; humidity; dampness,N2
湿度,しつど,level of humidity,N2
実る,みのる,to bear fruit; to ripen,N2
実感,じっかん,feelings (actual; true),N2
実習,じっしゅう,practice; training,N2
実績,じっせき,achievements; actual results,N2
実物,じつぶつ,real thing; original,N2
実用,じつよう,practical use; utility,N2
実力,じつりょく,merit; efficiency; arms; force,N2
実例,じつれい,example; illustration,N2
縞,しま,stripe,N2
写る,うつる,to be photographed; to be projected,N2
写生,しゃせい,sketching; drawing from nature,N2
射す,さす,to shine; to strike,N2
斜め,ななめ,obliqueness,N2
煮える,にえる,to boil; to cook; to be cooked,N2
煮る,にる,to boil; to cook,N2
社会科学,しゃかいかがく,social science,N2
社説,しゃせつ,editorial; leading article,N2
車庫,しゃこ,garage; car shed,N2
車掌,しゃしょう,(train) conductor,N2
車輪,しゃりん,(car) wheel,N2
蛇口,じゃぐち,faucet; tap,N2
酌む,くむ,to serve sake,N2
若々しい,わかわかしい,youthful; young,N2
弱点,じゃくてん,weak point; weakness,N2
主語,しゅご,(gram) subject,N2
主役,しゅやく,leading part; leading actor (actress),N2
取り出す,とりだす,to take out; to produce; to pick out,N2
取り消す,とりけす,to cancel,N2
取り入れる,とりいれる,to harvest; to take in; to adopt,N2
手頃,てごろ,moderate; handy,N2
手首,てくび,wrist,N2
手拭い,てぬぐい,(hand) towel,N2
手洗い,てあらい,restroom; lavatory; hand-washing,N2
手前,てまえ,before; this side; we; you,N2
手続き,てつづき,procedure; (legal) process; formalities,N2
手帳,てちょう,notebook,N2
手入れ,ていれ,repairs; maintenance,N2
酒場,さかば,bar; bar-room,N2
受け持つ,うけもつ,to take (be in) charge of,N2
受験,じゅけん,taking an examination,N2
受取,うけとり,receipt,N2
受話器,じゅわき,(telephone) receiver,N2
寿命,じゅみょう,life span,N2
周辺,しゅうへん,circumference; outskirts; environs; (computer) peripheral,N2
就任,しゅうにん,inauguration; assumption of office,N2
修繕,しゅうぜん,repair; mending,N2
終点,しゅうてん,terminus; last stop (e.g train),N2
終了,しゅうりょう,end; close; termination,N2
習字,しゅうじ,penmanship,N2
蹴る,ける,to kick,N2
集会,しゅうかい,meeting; assembly,N2
集金,しゅうきん,money collection,N2
集合,しゅうごう,gathering; assembly; meeting; set (math),N2
醜い,みにくい,ugly,N2
住まい,すまい,dwelling; house; residence; address,N2
住居,じゅうきょ,dwelling; house; residence; address,N2
従姉妹,いとこ,cousin (female),N2
汁,しる,juice; sap; soup; broth,N2
重たい,おもたい,heavy; massive; serious,N2
重なる,かさなる,to be piled up; lie on top of one another; overlap each other,N2
重ねる,かさねる,to pile up; to put something on another; to heap up; to add; to repeat,N2
重体,じゅうたい,seriously ill; serious condition; critical state,N2
重点,じゅうてん,important point; lay stress on; colon; emphasis,N2
重役,じゅうやく,director; high executive,N2
重量,じゅうりょう,(1) weight; (2) heavyweight boxer,N2
重力,じゅうりょく,gravity,N2
叔父さん,おじさん,middle-aged gentleman; uncle,N2
叔母さん,おばさん,(1) aunt; (2) middle-aged lady,N2
祝日,しゅくじつ,national holiday,N2
縮む,ちぢむ,to shrink; to be contracted,N2
縮める,ちぢめる,to shorten; to reduce; to boil down; to shrink,N2
縮れる,ちぢれる,to be wavy; to be curled,N2
縮小,しゅくしょう,reduction; curtailment,N2
熟語,じゅくご,idiom; idiomatic phrase; kanji compound,N2
出掛ける,でかける,to depart; to set out; to start; to be going out,N2
出勤,しゅっきん,going to work; at work,N2
出迎え,でむかえ,meeting; reception,N2
出迎える,でむかえる,to meet; to greet,N2
出合い,であい,an encounter,N2
出張,しゅっちょう,official tour; business trip,N2
出入り,でいり,in and out; coming and going; free association; income and expenditure; debits and credit,N2
出入口,でいりぐち,exit and entrance,N2
出来上がり,できあがり,be finished; ready; made for; cut out,N2
出来上がる,できあがる,(1) to be finished; to be ready; by definition; (2) to be very drunk,N2
述語,じゅつご,predicate,N2
循環,じゅんかん,circulation; rotation; cycle,N2
純情,じゅんじょう,pure heart; naivete; self-sacrificing devotion,N2
純粋,じゅんすい,pure; true; genuine; unmixed,N2
巡る,めぐる,to go around,N2
巡査,じゅんさ,police; policeman,N2
順々,じゅんじゅん,in order; in turn,N2
順序,じゅんじょ,order; sequence; procedure,N2
初級,しょきゅう,elementary level,N2
初旬,しょじゅん,first 10 days of the month,N2
所々,ところどころ,here and there; some parts (of something),N2
書取,かきとり,dictation,N2
書籍,しょせき,book; publication,N2
書店,しょてん,bookshop,N2
書道,しょどう,calligraphy,N2
書留,かきとめ,writing down; putting on record; recording; making a note of; registration (of mail),N2
助かる,たすかる,to be saved; to be rescued; to survive; to be helpful,N2
助教授,じょきょうじゅ,assistant professor,N2
女の人,おんなのひと,woman,N2
女房,にょうぼう,wife,N2
勝敗,しょうはい,victory or defeat; issue (of battle),N2
勝負,しょうぶ,victory or defeat; match; contest; game; bout,N2
商業,しょうぎょう,commerce; trade; business,N2
商社,しょうしゃ,trading company; firm,N2
商店,しょうてん,shop; business firm,N2
将棋,しょうぎ,Japanese chess,N2
小学生,しょうがくせい,grade school student,N2
小遣い,こづかい,personal expenses; pocket money; spending money; incidental expenses; allowance,N2
小指,こゆび,little finger,N2
小数,しょうすう,fraction (part of); decimal,N2
小父さん,おじさん,middle-aged gentleman; uncle,N2
小便,しょうべん,(col) urine; piss,N2
床の間,とこのま,alcove,N2
床屋,とこや,barber,N2
承る,うけたまわる,(hum) to hear; to be told; to know,N2
消化,しょうか,digestion,N2
消極的,しょうきょくてき,passive,N2
消毒,しょうどく,disinfection; sterilization,N2
消防署,しょうぼうしょ,fire station,N2
消耗,しょうもう,exhaustion; consumption,N2
焦がす,こがす,to burn; to scorch; to singe; to char,N2
焦げる,こげる,to burn; to be burned,N2
焦点,しょうてん,focus; point,N2
照らす,てらす,to shine on; to illuminate,N2
照る,てる,to shine,N2
省略,しょうりゃく,omission; abbreviation; abridgment,N2
賞金,しょうきん,prize; monetary award,N2
賞品,しょうひん,prize; trophy,N2
醤油,しょうゆ,soy sauce,N2
鐘,かね,bell; chime,N2
障子,しょうじ,paper sliding door,N2
上り,のぼり,up-train (going to Tokyo); ascent,N2
上る,のぼる,to ascend; to go up; to climb,N2
上下,じょうげ,high and low; up and down; unloading and loading; praising and blaming,N2
上級,じょうきゅう,advanced level; high grade; senior,N2
上旬,じょうじゅん,first 10 days of month,N2
乗換,のりかえ,(n) transfer (trains; buses; etc.),N2
乗車,じょうしゃ,taking a train; entraining,N2
畳む,たたむ,to fold (clothes),N2
蒸し暑い,むしあつい,humid; sultry,N2
蒸す,むす,to steam; to poultice; to be sultry,N2
蒸気,じょうき,steam; vapour,N2
蒸発,じょうはつ,evaporation; unexplained disappearance,N2
飾り,かざり,decoration,N2
拭く,ふく,to wipe; to dry,N2
植木,うえき,garden shrubs; trees; potted plant,N2
殖える,ふえる,to increase; to multiply,N2
殖やす,ふやす,to increase; to add to; to augment,N2
職人,しょくにん,worker; mechanic; artisan; craftsman,N2
食塩,しょくえん,table salt,N2
食器,しょっき,tableware,N2
信ずる,しんずる,to believe; to believe in; to place trust in,N2
侵入,しんにゅう,penetration; invasion; raid; aggression; trespass,N2
唇,くちびる,lips,N2
寝巻,ねまき,sleep-wear; nightclothes; pyjamas; nightgown; nightdress,N2
寝間着,ねまき,sleep-wear; nightclothes; pyjamas; nightgown; nightdress,N2
寝台,しんだい,bed; couch,N2
心身,しんしん,mind and body,N2
心当たり,こころあたり,having some knowledge of; happening to know,N2
心得る,こころえる,to be informed; to have thorough knowledge,N2
振り仮名,ふりがな,pronunciation key,N2
振舞う,ふるまう,to behave; to conduct oneself; to entertain (vt),N2
新幹線,しんかんせん,bullet train (very high speed); shinkansen,N2
森林,しんりん,forest; woods,N2
浸ける,つける,to dip in; to soak,N2
深まる,ふかまる,to deepen; to heighten; to intensify,N2
深夜,しんや,late at night,N2
申し訳ない,もうしわけない,inexcusable,N2
申請,しんせい,application; request; petition,N2
真っ暗,まっくら,total darkness; shortsightedness; pitch dark,N2
真っ黒,まっくろ,pitch black,N2
真っ青,まっさお,deep blue; ghastly pale,N2
真っ先,まっさき,the head; the foremost; beginning,N2
真っ白,まっしろ,pure white,N2
真空,しんくう,vacuum; hollow; empty,N2
真似る,まねる,to mimic; to imitate,N2
神様,かみさま,god,N2
神話,しんわ,myth; legend,N2
芯,しん,core; heart; wick; marrow,N2
親指,おやゆび,thumb,N2
親類,しんるい,relation; kin,N2
診る,みる,to examine (medical),N2
診断,しんだん,diagnosis,N2
身分,みぶん,social position; social status,N2
針金,はりがね,wire,N2
針路,しんろ,course; direction; compass bearing,N2
人差指,ひとさしゆび,index finger,N2
人造,じんぞう,man-made; synthetic; artificial,N2
人通り,ひとどおり,pedestrian traffic,N2
人文科学,じんぶんかがく,social sciences; humanities,N2
人命,じんめい,(human) life,N2
塵芥,ごみ,trash; rubbish,N2
塵紙,ちりがみ,tissue paper; toilet paper,N2
甚だしい,はなはだしい,extreme; excessive; terrible,N2
酢,す,vinegar,N2
図鑑,ずかん,picture book,N2
図形,ずけい,figure,N2
図表,ずひょう,chart; diagram; graph,N2
吹雪,ふぶき,snow storm,N2
垂直,すいちょく,vertical; perpendicular,N2
推定,すいてい,presumption; assumption; estimation,N2
水産,すいさん,marine products; fisheries,N2
水蒸気,すいじょうき,water vapour; steam,N2
水素,すいそ,hydrogen,N2
水滴,すいてき,drop of water,N2
水筒,すいとう,canteen; flask; water bottle,N2
水分,すいぶん,moisture,N2
水平,すいへい,water level; horizon,N2
水平線,すいへいせん,horizon,N2
水曜,すいよう,Wednesday,N2
炊く,たく,to boil; to cook,N2
炊事,すいじ,cooking; culinary arts,N2
酔っ払い,よっぱらい,drunkard,N2
随筆,ずいひつ,essays; miscellaneous writings,N2
杉,すぎ,Japanese cedar,N2
澄む,すむ,to clear (e.g. weather); to become transparent,N2
寸法,すんぽう,measurement; size; dimension,N2
瀬戸物,せともの,earthenware; crockery; china,N2
制作,せいさく,work (film; book),N2
姓,せい,surname; family name,N2
性質,せいしつ,nature; property; disposition,N2
性能,せいのう,ability; efficiency,N2
性別,せいべつ,distinction by sex; sex; gender,N2
成分,せいぶん,ingredient; component; composition,N2
成立,せいりつ,coming into existence; arrangements; establishment; completion,N2
政党,せいとう,(member of) political party,N2
整う,ととのう,to be prepared; to be in order; to be put in order; to be arranged,N2
整数,せいすう,integer,N2
整備,せいび,adjustment; completion; consolidation,N2
正方形,せいほうけい,square,N2
正味,しょうみ,net (weight),N2
正面,しょうめん,the front; honesty,N2
正門,せいもん,main gate; main entrance,N2
清い,きよい,clear; pure; noble,N2
清書,せいしょ,clean copy,N2
清掃,せいそう,cleaning,N2
生える,はえる,(1) to grow; to spring up; (2) to cut (teeth),N2
生き生き,いきいき,vividly; lively,N2
生け花,いけばな,(1) flower arrangement,N2
生ずる,しょうずる,to cause; to arise; to be generated,N2
生る,なる,to bear fruit,N2
生意気,なまいき,impertinent; saucy; cheeky; conceit; audacious; brazen,N2
生存,せいぞん,existence; being; survival,N2
生長,せいちょう,growth; increment,N2
生年月日,せいねんがっぴ,birth date,N2
盛る,もる,(1) to serve (food; etc.); (2) to fill up; (3) to prescribe,N2
製作,せいさく,manufacture; production,N2
西暦,せいれき,Christian Era; anno domini (A.D.),N2
誓う,ちかう,to swear; to vow; to take an oath; to pledge,N2
請う,こう,to ask; to request,N2
青少年,せいしょうねん,youth; young person,N2
青白い,あおじろい,pale; pallid,N2
静まる,しずまる,to quieten down; to calm down; to subside,N2
税関,ぜいかん,customs house,N2
惜しい,おしい,regrettable; disappointing; precious,N2
石鹸,せっけん,soap,N2
積む,つむ,to pile up; to stack,N2
赤道,せきどう,equator,N2
接する,せっする,to come in contact with; to connect; to attend; to receive,N2
接近,せっきん,getting closer; drawing nearer; approaching,N2
接続,せつぞく,(1) connection; union; join; link; (2) changing trains,N2
折角,せっかく,with trouble; at great pains; long-awaited,N2
絶えず,たえず,constantly,N2
先々月,せんせんげつ,month before last,N2
先祖,せんぞ,ancestor,N2
先端,せんたん,pointed end; tip; fine point,N2
先程,さきほど,some time ago,N2
先頭,せんとう,head; lead; vanguard; first,N2
占う,うらなう,to forecast; to predict,N2
宣伝,せんでん,propaganda; publicity,N2
専制,せんせい,despotism; autocracy,N2
尖る,とがる,to taper to a point; to become sharp; to be sour; to look displeased,N2
扇ぐ,あおぐ,to fan; to flap,N2
扇子,せんす,folding fan,N2
扇風機,せんぷうき,electric fan,N2
栓,せん,stopper; cork; stopcock,N2
洗剤,せんざい,detergent; washing material,N2
潜る,もぐる,(1) to drive; to pass through; (2) to evade; to hide; (3) to dive (into or under water); to go undergroun,N2
煎る,いる,to parch; to fry,N2
線路,せんろ,line; track; roadbed,N2
羨ましい,うらやましい,envious; enviable,N2
羨む,うらやむ,to envy,N2
船便,ふなびん,surface mail (ship),N2
前後,ぜんご,around; throughout; front and back; before and behind; before and after,N2
漸く,ようやく,gradually; finally; hardly,N2
全集,ぜんしゅう,complete works,N2
全身,ぜんしん,the whole body; full-length (portrait),N2
全般,ぜんぱん,(the) whole; universal; wholly; general,N2
狙い,ねらい,aim,N2
狙う,ねらう,to aim at,N2
祖先,そせん,ancestor,N2
粗い,あらい,coarse; rough,N2
素質,そしつ,character; qualities; genius,N2
素人,しろうと,amateur; novice,N2
素直,すなお,obedient; meek; docile; unaffected,N2
組み立てる,くみたてる,to assemble; to set up; to construct,N2
組合せ,くみあわせ,combination,N2
蘇る,よみがえる,to be resurrected; to be revived; to be resuscitated; to be rehabilitated,N2
遡る,さかのぼる,to go back; to go upstream; to make retroactive,N2
創作,そうさく,production; literary creation; work,N2
倉庫,そうこ,storehouse; warehouse; godown,N2
捜す,さがす,to search; to seek; to look for,N2
掃く,はく,to sweep; to brush; to gather up,N2
挿す,さす,to insert; to put in; to graft; to wear in belt,N2
掻く,かく,to scratch; to perspire,N2
早口,はやくち,fast-talking,N2
早速,さっそく,at once; immediately; without delay; promptly,N2
争う,あらそう,to dispute; to argue; to be at variance; to compete,N2
相違,そうい,difference; discrepancy; variation,N2
相互,そうご,mutual; reciprocal,N2
相撲,すもう,sumo wrestling,N2
窓口,まどぐち,ticket window,N2
総理大臣,そうりだいじん,Prime Minister,N2
草履,ぞうり,zoori (Japanese footwear); sandals,N2
葬式,そうしき,funeral,N2
送り仮名,おくりがな,part of word written in kana,N2
送別,そうべつ,farewell; send-off,N2
送料,そうりょう,postage; carriage,N2
遭う,あう,to meet; to encounter (undesirable nuance),N2
騒々しい,そうぞうしい,noisy; boisterous,N2
騒がしい,さわがしい,noisy,N2
増やす,ふやす,to increase; to add to; to augment,N2
増減,ぞうげん,increase and decrease; fluctuation,N2
増大,ぞうだい,enlargement,N2
憎い,にくい,hateful; abominable; poor-looking; detestable,N2
憎む,にくむ,to hate; to detest,N2
憎らしい,にくらしい,odious; hateful,N2
造船,ぞうせん,shipbuilding,N2
測る,はかる,to measure; to weigh; to survey,N2
測定,そくてい,measurement,N2
測量,そくりょう,measurement; surveying,N2
足る,たる,to be sufficient; to be enough,N2
足跡,あしあと,footprints,N2
足袋,たび,tabi; Japanese socks (with split toe),N2
速達,そくたつ,express; special delivery,N2
速力,そくりょく,speed,N2
属する,ぞくする,to belong to; to come under; to be affiliated with; to be subject to,N2
続々,ぞくぞく,successively; one after another,N2
卒直,そっちょく,frankness; candour; openheartedness,N2
揃う,そろう,to become complete; to be equal; to be all present; to gather,N2
揃える,そろえる,to put things in order; to arrange; to make uniform; to get something ready,N2
存じる,ぞんじる,(hum) to know,N2
損得,そんとく,loss and gain; advantage and disadvantage,N2
太鼓,たいこ,drum; tambourine,N2
妥当,だとう,valid; proper; right; appropriate,N2
打ち消す,うちけす,to deny; to negate; to contradict,N2
打合せ,うちあわせ,business meeting; previous arrangement; appointment,N2
楕円,だえん,ellipse,N2
体系,たいけい,system; organization,N2
体制,たいせい,order; system; structure; set-up; organization,N2
体積,たいせき,capacity; volume,N2
体操,たいそう,gymnastics; physical exercises; calisthenics,N2
対策,たいさく,counter-plan; counter-measure,N2
対照,たいしょう,contrast; antithesis; comparison,N2
待ち合わせる,まちあわせる,to rendezvous; to meet at a prearranged place and time,N2
待合室,まちあいしつ,waiting room,N2
怠る,おこたる,to neglect; to be off guard; to be feeling better,N2
貸し出し,かしだし,lending; loaning,N2
貸家,かしや,house for rent,N2
貸間,かしま,room to let,N2
退く,どく,(1) to retreat; to recede; to withdraw,N2
退ける,どける,to remove; to take away; to dislodge; to put something out of the way,N2
退院,たいいん,leaving hospital,N2
代える,かえる,to exchange; to interchange; to substitute; to replace,N2
代る,かわる,(v5r; vi) to take the place of; to relieve; to be substituted for,N2
代名詞,だいめいし,pronoun,N2
大して,たいして,(not so) much; (not) very,N2
大学院,だいがくいん,graduate school,N2
大工,だいく,carpenter,N2
大小,だいしょう,size,N2
大層,たいそう,very much; exaggerated; very fine,N2
大通り,おおどおり,main street,N2
大分,だいぶん,considerably; greatly; a lot,N2
大凡,おおよそ,about; roughly; as a rule; approximately,N2
大木,たいぼく,large tree,N2
題名,だいめい,title,N2
滝,たき,waterfall,N2
濁る,にごる,to become muddy; to get impure,N2
只,ただ,free of charge; mere; sole; only; usual; common,N2
但し,ただし,but; however; provided that,N2
脱線,だっせん,derailment; digression,N2
単数,たんすう,singular (number),N2
担ぐ,かつぐ,to shoulder; to carry on shoulder,N2
探る,さぐる,to search; to look for; to sound out,N2
淡水,たんすい,fresh water,N2
炭鉱,たんこう,coal mine; coal pit,N2
短期,たんき,short term,N2
短所,たんしょ,(1) defect; demerit; weak point; (2) disadvantage,N2
短編,たんぺん,short (e.g. story; film),N2
団地,だんち,multi-unit apartments,N2
断水,だんすい,water outage,N2
断定,だんてい,conclusion; decision,N2
暖まる,あたたまる,to warm up; to get warm,N2
暖める,あたためる,to warm; to heat,N2
段階,だんかい,gradation; grade; stage,N2
知合い,しりあい,acquaintance,N2
知人,ちじん,friend; acquaintance,N2
地下水,ちかすい,underground water,N2
地質,ちしつ,geological features,N2
地帯,ちたい,area; zone,N2
地点,ちてん,site; point on a map,N2
地盤,じばん,(the) ground,N2
地味,じみ,plain; simple,N2
地名,ちめい,place name,N2
竹,たけ,bamboo; middle (of a three-tier ranking system),N2
蓄える,たくわえる,to store; to lay in stock,N2
茶碗,ちゃわん,rice bowl; tea cup; teacup,N2
着々,ちゃくちゃく,steadily,N2
着ける,つける,(1) to attach; to join; to add; to append,N2
着せる,きせる,to put on clothes,N2
着替え,きがえ,changing clothes; change of clothes,N2
中間,ちゅうかん,middle; midway; interim,N2
中指,なかゆび,middle finger,N2
中旬,ちゅうじゅん,second third of a month,N2
中身,なかみ,contents; interior; substance; filling; (sword) blade,N2
中世,ちゅうせい,Middle Ages; mediaeval times,N2
中性,ちゅうせい,neuter gender; neutral (chem.); indifference; sterility,N2
中途,ちゅうと,in the middle; half-way,N2
中年,ちゅうねん,middle-aged,N2
中味,なかみ,contents; interior; substance; filling; (sword) blade,N2
仲直り,なかなおり,reconciliation; make peace with,N2
仲良し,なかよし,intimate friend; bosom buddy; chum,N2
抽象,ちゅうしょう,abstract,N2
昼寝,ひるね,nap (at home); siesta,N2
注す,さす,to pour (drink); to serve (drinks),N2
著す,あらわす,to write; to publish,N2
貯蔵,ちょぞう,storage; preservation,N2
張り切る,はりきる,to be in high spirits; to be full of vigor,N2
彫る,ほる,to carve; to engrave; to sculpture; to chisel,N2
彫刻,ちょうこく,carving; engraving; sculpture,N2
調整,ちょうせい,regulation; adjustment; tuning,N2
調節,ちょうせつ,regulation; adjustment; control,N2
調味料,ちょうみりょう,condiment; seasoning,N2
超える,こえる,to exceed; to cross over; to cross,N2
超す,こす,to cross; to pass; to tide over,N2
超過,ちょうか,excess; being more than,N2
跳ねる,はねる,to jump; to leap,N2
跳ぶ,とぶ,to jump; to fly; to leap,N2
長引く,ながびく,to be prolonged; to drag on,N2
長所,ちょうしょ,(1) strong point; merit; (2) advantage,N2
長女,ちょうじょ,eldest daughter,N2
長短,ちょうたん,length; long and short; +-,N2
長男,ちょうなん,eldest son,N2
長方形,ちょうほうけい,rectangle; oblong,N2
頂点,ちょうてん,top; summit,N2
直角,ちょっかく,right angle,N2
直径,ちょっけい,diameter,N2
直後,ちょくご,immediately following,N2
直線,ちょくせん,straight line,N2
直前,ちょくぜん,just before,N2
直通,ちょくつう,direct communication,N2
直流,ちょくりゅう,direct current,N2
